4347 Id2(solute)	Id1(solvent)	T (K)	γ2͚ Exp	Solute	Solvent
75092	108883	293.2	0.83	Dichloromethane	Toluene
75092	108883	293.2	0.85	Dichloromethane	Toluene
75092	108883	298.2	0.81	Dichloromethane	Toluene
75092	108883	303.2	0.84	Dichloromethane	Toluene
75092	108883	313.2	1	Dichloromethane	Toluene
75092	108883	347.9	0.88	Dichloromethane	Toluene
75150	108883	293.2	1.27	Carbon Disulfide	Toluene
75525	108883	293.2	4.41	Nitromethane	Toluene
75525	108883	298.2	3.81	Nitromethane	Toluene
75525	108883	343.2	3.92	Nitromethane	Toluene
75525	108883	353.2	3.69	Nitromethane	Toluene
75650	108883	313.2	6.31	t-butanol	Toluene
78831	108883	313.2	8.83	i-butanol	Toluene
79243	108883	342.7	2.35	Nitroethane	Toluene
79243	108883	381	2.1	Nitroethane	Toluene
80568	108883	353.2	1.21	a-pinene	Toluene
80568	108883	373.2	1.2	a-pinene	Toluene
100470	108883	323.2	1.69	Benzonitrile	Toluene
100470	108883	353.2	1.65	Benzonitrile	Toluene
107062	108883	342.7	0.95	1,2-Dichloroethane	Toluene
107062	108883	380.9	0.97	1,2-Dichloroethane	Toluene
107120	108883	293.2	2.64	propanenitrile	Toluene
107835	108883	298.2	1.83	2-Methylpentane	Toluene
108032	108883	362.7	1.73	1-Nitropropane	Toluene
108087	108883	298.2	1.92	2,4-Dimethylpentane	Toluene
108872	108883	343.2	1.38	Methylcyclohexane	Toluene
108872	108883	353.2	1.36	Methylcyclohexane	Toluene
109660	108883	293.2	1.64	pentane	Toluene
109660	108883	293.2	1.8	pentane	Toluene
109660	108883	293.2	1.83	pentane	Toluene
109660	108883	293.2	1.85	pentane	Toluene
109660	108883	298.2	1.68	pentane	Toluene
109660	108883	303.2	1.61	pentane	Toluene
109660	108883	303.2	1.78	pentane	Toluene
109660	108883	313.2	1.58	pentane	Toluene
109660	108883	313.2	1.95	pentane	Toluene
109671	108883	293.2	1.44	1-Pentene	Toluene
110543	108883	293.2	1.74	hexane	Toluene
110543	108883	293.2	1.8	hexane	Toluene
110543	108883	293.2	1.87	hexane	Toluene
110543	108883	293.2	2.1	hexane	Toluene
110543	108883	298.2	1.74	hexane	Toluene
110543	108883	303.2	1.77	hexane	Toluene
110543	108883	303.2	1.85	hexane	Toluene
110543	108883	313.2	1.62	hexane	Toluene
110543	108883	313.2	1.93	hexane	Toluene
110861	108883	293.2	1.67	Pyridine	Toluene
110861	108883	298.2	1.91	Pyridine	Toluene
110861	108883	298.2	1.62	Pyridine	Toluene
110861	108883	303.2	1.76	Pyridine	Toluene
110861	108883	303.2	1.59	Pyridine	Toluene
110861	108883	308.2	1.59	Pyridine	Toluene
110861	108883	313.2	1.6	Pyridine	Toluene
110861	108883	313.2	1.55	Pyridine	Toluene
110861	108883	323.2	1.48	Pyridine	Toluene
110861	108883	333.2	1.45	Pyridine	Toluene
110861	108883	373.2	1.34	Pyridine	Toluene
111659	108883	298.2	1.69	octane	Toluene
111659	108883	298.2	1.75	octane	Toluene
111659	108883	333.2	1.48	octane	Toluene
111842	108883	298.2	1.84	nonane	Toluene
123911	108883	298.2	1.15	dioxane	Toluene
141786	108883	293.2	1.28	Ethyl Acetate	Toluene
141786	108883	342.7	1.16	Ethyl Acetate	Toluene
141786	108883	362.7	1.21	Ethyl Acetate	Toluene
141786	108883	380.9	1.2	Ethyl Acetate	Toluene
142825	108883	298.2	1.76	heptane	Toluene
540841	108883	313.2	1.82	2,2,4-Trimethylpentane	Toluene
565753	108883	298.2	1.86	2,3,4-Trimethylpentane	Toluene
592132	108883	298.2	1.91	2,5-Dimethylhexane	Toluene
592416	108883	293.2	1.36	1-Hexene	Toluene
592416	108883	293.2	1.44	1-Hexene	Toluene
592416	108883	293.2	1.46	1-Hexene	Toluene
592416	108883	303.2	1.33	1-Hexene	Toluene
592416	108883	303.2	1.43	1-Hexene	Toluene
592416	108883	313.2	1.3	1-Hexene	Toluene
592416	108883	313.2	1.55	1-Hexene	Toluene
616386	108883	318.2	1.71	Dimethyl Carbonate	Toluene
872504	108883	363.3	2.32	N-methylpyrrolidone	Toluene
872504	108883	383.4	2.47	N-methylpyrrolidone	Toluene
1678917	108883	298.2	1.64	Ethylcyclohexane	Toluene
62533	108907	293.2	3.04	Aniline	Chlorobenzene
62533	108907	343.2	2.22	Aniline	Chlorobenzene
62533	108907	393.2	1.83	Aniline	Chlorobenzene
64175	108907	298.2	15.59	Ethanol	Chlorobenzene
67561	108907	328.2	14.14	Methanol	Chlorobenzene
67641	108907	313.2	1.56	Acetone	Chlorobenzene
67641	108907	353.2	1.51	Acetone	Chlorobenzene
67641	108907	386.7	1.49	Acetone	Chlorobenzene
75058	108907	293.2	3.52	Acetonitrile	Chlorobenzene
75058	108907	328.2	3.23	Acetonitrile	Chlorobenzene
75058	108907	343.2	3.04	Acetonitrile	Chlorobenzene
75058	108907	393.2	2.69	Acetonitrile	Chlorobenzene
75092	108907	398.1	1.07	Dichloromethane	Chlorobenzene
75092	108907	348	1.05	Dichloromethane	Chlorobenzene
75092	108907	298	1.07	Dichloromethane	Chlorobenzene
75525	108907	298.2	3.97	Nitromethane	Chlorobenzene
100414	108907	293.2	1.01	Ethylbenzene	Chlorobenzene
107835	108907	298.2	2.33	2-Methylpentane	Chlorobenzene
108032	108907	353.6	1.7	1-Nitropropane	Chlorobenzene
108087	108907	298.2	2.49	2,4-Dimethylpentane	Chlorobenzene
108883	108907	298.2	0.96	Toluene	Chlorobenzene
109660	108907	298.2	2.15	pentane	Chlorobenzene
110543	108907	298.2	2.22	hexane	Chlorobenzene
111659	108907	298.2	2.19	octane	Chlorobenzene
111659	108907	298.2	2.28	octane	Chlorobenzene
111842	108907	298.2	2.18	nonane	Chlorobenzene
123911	108907	298.2	0.94	dioxane	Chlorobenzene
141786	108907	313.2	1.07	Ethyl Acetate	Chlorobenzene
141786	108907	353.2	1.12	Ethyl Acetate	Chlorobenzene
141786	108907	393.2	1.14	Ethyl Acetate	Chlorobenzene
142825	108907	298.2	2.22	heptane	Chlorobenzene
565753	108907	298.2	2.34	2,3,4-Trimethylpentane	Chlorobenzene
592132	108907	298.2	2.48	2,5-Dimethylhexane	Chlorobenzene
1678917	108907	298.2	1.98	Ethylcyclohexane	Chlorobenzene
56235	108941	293.2	1.1	Carbon Tetrachloride	Cyclohexanone
64175	108941	298.2	2.06	Ethanol	Cyclohexanone
67641	108941	293.2	1.26	Acetone	Cyclohexanone
67663	108941	293.2	0.31	Chloroform	Cyclohexanone
71432	108941	293.2	0.93	Benzene	Cyclohexanone
74964	108941	293.2	0.96	Bromoethane	Cyclohexanone
75036	108941	293.2	1.13	iodoethane	Cyclohexanone
75058	108941	293.2	1.43	Acetonitrile	Cyclohexanone
75092	108941	293.2	0.39	Dichloromethane	Cyclohexanone
75150	108941	293.2	1.87	Carbon Disulfide	Cyclohexanone
75525	108941	298.2	0.95	Nitromethane	Cyclohexanone
107835	108941	298.2	4.21	2-Methylpentane	Cyclohexanone
108087	108941	298.2	4.62	2,4-Dimethylpentane	Cyclohexanone
108883	108941	298.2	1.01	Toluene	Cyclohexanone
109660	108941	293.2	3.97	pentane	Cyclohexanone
109660	108941	298.2	3.69	pentane	Cyclohexanone
109671	108941	293.2	2.59	1-Pentene	Cyclohexanone
110543	108941	293.2	4.46	hexane	Cyclohexanone
110543	108941	298.2	4.3	hexane	Cyclohexanone
111659	108941	298.2	4.84	octane	Cyclohexanone
111659	108941	298.2	5.33	octane	Cyclohexanone
111842	108941	298.2	5.96	nonane	Cyclohexanone
123911	108941	298.2	1.04	dioxane	Cyclohexanone
141786	108941	293.2	1.26	Ethyl Acetate	Cyclohexanone
142825	108941	298.2	4.83	heptane	Cyclohexanone
565753	108941	298.2	4.66	2,3,4-Trimethylpentane	Cyclohexanone
592132	108941	298.2	5.09	2,5-Dimethylhexane	Cyclohexanone
1678917	108941	298.2	3.96	Ethylcyclohexane	Cyclohexanone
56235	108952	323.2	3.4	Carbon Tetrachloride	Phenol
56235	108952	328.2	4.56	Carbon Tetrachloride	Phenol
56235	108952	343.2	4.19	Carbon Tetrachloride	Phenol
56235	108952	358.2	4.08	Carbon Tetrachloride	Phenol
56235	108952	373.2	3.89	Carbon Tetrachloride	Phenol
67663	108952	323.2	1.75	Chloroform	Phenol
71432	108952	298.2	2.9	Benzene	Phenol
71432	108952	328.2	2.87	Benzene	Phenol
71432	108952	333.2	2.5	Benzene	Phenol
71432	108952	343.2	2.62	Benzene	Phenol
71432	108952	353.2	2.11	Benzene	Phenol
71432	108952	358.2	2.53	Benzene	Phenol
71432	108952	373.2	2.2	Benzene	Phenol
71432	108952	373.2	2.49	Benzene	Phenol
74964	108952	323.2	2.05	Bromoethane	Phenol
75036	108952	323.2	2.4	iodoethane	Phenol
75092	108952	323.2	1.71	Dichloromethane	Phenol
75150	108952	323.2	3.2	Carbon Disulfide	Phenol
79163	108952	413.5	0.06	N-Methylacetamide	Phenol
96377	108952	328.2	9.36	Methylcyclopentane	Phenol
96377	108952	343.2	8.27	Methylcyclopentane	Phenol
96377	108952	358.2	7.7	Methylcyclopentane	Phenol
96377	108952	373.2	7.64	Methylcyclopentane	Phenol
106423	108952	343.2	3.49	P-Xylene	Phenol
106423	108952	358.2	3.26	P-Xylene	Phenol
106423	108952	373.2	3.22	P-Xylene	Phenol
107062	108952	323.2	1.72	1,2-Dichloroethane	Phenol
107062	108952	328.2	2.41	1,2-Dichloroethane	Phenol
107062	108952	343.2	2.14	1,2-Dichloroethane	Phenol
107062	108952	358.2	2.03	1,2-Dichloroethane	Phenol
107062	108952	373.2	2.03	1,2-Dichloroethane	Phenol
108872	108952	323.2	10.2	Methylcyclohexane	Phenol
108872	108952	328.2	10.57	Methylcyclohexane	Phenol
108872	108952	343.2	9.44	Methylcyclohexane	Phenol
108872	108952	358.2	8.65	Methylcyclohexane	Phenol
108872	108952	373.2	8.45	Methylcyclohexane	Phenol
108883	108952	323.2	2.62	Toluene	Phenol
108883	108952	328.2	3.45	Toluene	Phenol
108883	108952	343.2	3	Toluene	Phenol
108883	108952	358.2	2.89	Toluene	Phenol
108883	108952	373.2	2.84	Toluene	Phenol
109660	108952	323.2	10.9	pentane	Phenol
109693	108952	328.2	3.68	1-Chlorobutane	Phenol
109693	108952	343.2	3.34	1-Chlorobutane	Phenol
109693	108952	358.2	3.25	1-Chlorobutane	Phenol
109693	108952	373.2	3.18	1-Chlorobutane	Phenol
110543	108952	298.2	17.5	hexane	Phenol
110543	108952	323.2	13	hexane	Phenol
110543	108952	328.2	14.37	hexane	Phenol
110543	108952	333.2	12	hexane	Phenol
110543	108952	343.2	12.85	hexane	Phenol
110543	108952	358.2	12.1	hexane	Phenol
110543	108952	373.2	8.7	hexane	Phenol
110543	108952	373.2	11.7	hexane	Phenol
111659	108952	328.2	19.99	octane	Phenol
111659	108952	343.2	16.97	octane	Phenol
111659	108952	358.2	15.1	octane	Phenol
111659	108952	373.2	14.15	octane	Phenol
111660	108952	328.2	12.23	1-Octene	Phenol
111660	108952	343.2	10.65	1-Octene	Phenol
111660	108952	358.2	9.77	1-Octene	Phenol
111660	108952	373.2	9.33	1-Octene	Phenol
124185	108952	418.2	8.88	decane	Phenol
124185	108952	433.2	8.2	decane	Phenol
142825	108952	323.2	15.4	heptane	Phenol
142825	108952	328.2	17.08	heptane	Phenol
142825	108952	343.2	14.83	heptane	Phenol
142825	108952	358.2	13.47	heptane	Phenol
142825	108952	373.2	12.81	heptane	Phenol
291645	108952	328.2	8.85	Cycloheptane	Phenol
291645	108952	343.2	7.89	Cycloheptane	Phenol
291645	108952	358.2	7.42	Cycloheptane	Phenol
291645	108952	373.2	7.28	Cycloheptane	Phenol
592416	108952	328.2	9.24	1-Hexene	Phenol
592416	108952	343.2	8.3	1-Hexene	Phenol
592416	108952	358.2	7.86	1-Hexene	Phenol
592416	108952	373.2	7.71	1-Hexene	Phenol
1678917	108952	328.2	12.28	Ethylcyclohexane	Phenol
1678917	108952	343.2	10.65	Ethylcyclohexane	Phenol
1678917	108952	358.2	9.79	Ethylcyclohexane	Phenol
1678917	108952	373.2	9.04	Ethylcyclohexane	Phenol
64175	109660	309.7	47	Ethanol	pentane
64175	109660	310.2	49.5	Ethanol	pentane
64175	109660	323.7	33	Ethanol	pentane
64175	109660	338.7	21	Ethanol	pentane
64175	109660	339.2	23	Ethanol	pentane
67641	109660	238.2	19.07	Acetone	pentane
67641	109660	258.2	16.12	Acetone	pentane
67641	109660	298.2	7.99	Acetone	pentane
67641	109660	303.2	7.07	Acetone	pentane
75092	109660	298.2	2.61	Dichloromethane	pentane
75092	109660	348.2	1.94	Dichloromethane	pentane
75092	109660	398.2	1.58	Dichloromethane	pentane
75525	109660	298.2	46.76	Nitromethane	pentane
107835	109660	298.2	0.98	2-Methylpentane	pentane
108087	109660	298.2	1.12	2,4-Dimethylpentane	pentane
108883	109660	298.2	1.94	Toluene	pentane
109660	109660	298.2	1.05	pentane	pentane
109999	109660	313.2	2.19	Tetrahydrofuran	pentane
110543	109660	298.2	1.12	hexane	pentane
111659	109660	298.2	1.22	octane	pentane
111659	109660	298.2	1.18	octane	pentane
111842	109660	298.2	1.21	nonane	pentane
123911	109660	298.2	4.76	dioxane	pentane
142825	109660	298.2	1.14	heptane	pentane
565753	109660	298.2	1.22	2,3,4-Trimethylpentane	pentane
592132	109660	298.2	1.16	2,5-Dimethylhexane	pentane
1678917	109660	298.2	1.4	Ethylcyclohexane	pentane
67641	109693	293.2	1.7	Acetone	1-Chlorobutane
67641	109693	309.5	1.62	Acetone	1-Chlorobutane
67641	109693	326.7	1.53	Acetone	1-Chlorobutane
67641	109693	343.2	1.42	Acetone	1-Chlorobutane
67641	109693	350.8	1.4	Acetone	1-Chlorobutane
67663	109693	293.2	0.93	Chloroform	1-Chlorobutane
74964	109693	293.2	1.02	Bromoethane	1-Chlorobutane
75036	109693	293.2	1.29	iodoethane	1-Chlorobutane
75058	109693	323.2	4.71	Acetonitrile	1-Chlorobutane
75058	109693	348.2	3.98	Acetonitrile	1-Chlorobutane
75092	109693	293.2	1.02	Dichloromethane	1-Chlorobutane
75150	109693	293.2	1.56	Carbon Disulfide	1-Chlorobutane
75525	109693	293.2	5.4	Nitromethane	1-Chlorobutane
110543	109693	293.2	1.73	hexane	1-Chlorobutane
110861	109693	349.3	1.38	Pyridine	1-Chlorobutane
141786	109693	323.2	1.25	Ethyl Acetate	1-Chlorobutane
141786	109693	348.2	1.23	Ethyl Acetate	1-Chlorobutane
64175	109740	278.2	4.32	Ethanol	butanenitrile
64175	109740	288.2	3.89	Ethanol	butanenitrile
64175	109740	293.2	3.75	Ethanol	butanenitrile
64175	109740	298.2	3.5	Ethanol	butanenitrile
64175	109740	298.2	3.55	Ethanol	butanenitrile
64175	109740	303.2	3.36	Ethanol	butanenitrile
64175	109740	308.2	3.26	Ethanol	butanenitrile
64175	109740	313.2	3.12	Ethanol	butanenitrile
64175	109740	323.2	2.93	Ethanol	butanenitrile
67561	109740	278.2	4.01	Methanol	butanenitrile
67561	109740	288.2	3.76	Methanol	butanenitrile
67561	109740	298.2	3.42	Methanol	butanenitrile
67561	109740	308.2	3.18	Methanol	butanenitrile
67561	109740	318.2	2.92	Methanol	butanenitrile
67630	109740	278.2	4.93	i-propanol	butanenitrile
67630	109740	288.2	4.08	i-propanol	butanenitrile
67630	109740	293.2	3.77	i-propanol	butanenitrile
67630	109740	298.2	3.49	i-propanol	butanenitrile
67630	109740	303.2	3.29	i-propanol	butanenitrile
67630	109740	308.2	3.11	i-propanol	butanenitrile
67630	109740	313.2	2.91	i-propanol	butanenitrile
67630	109740	323.2	2.73	i-propanol	butanenitrile
71238	109740	278.2	4.03	n-propanol	butanenitrile
71238	109740	288.2	3.78	n-propanol	butanenitrile
71238	109740	293.2	3.57	n-propanol	butanenitrile
71238	109740	298.2	3.32	n-propanol	butanenitrile
71238	109740	303.2	3.2	n-propanol	butanenitrile
71238	109740	308.2	3.1	n-propanol	butanenitrile
71238	109740	313.2	2.94	n-propanol	butanenitrile
71238	109740	323.2	2.81	n-propanol	butanenitrile
71363	109740	278.2	5.61	1-Butanol	butanenitrile
71363	109740	288.2	5.3	1-Butanol	butanenitrile
71363	109740	293.2	5.14	1-Butanol	butanenitrile
71363	109740	298.2	4.97	1-Butanol	butanenitrile
71363	109740	303.2	4.88	1-Butanol	butanenitrile
71363	109740	308.2	4.64	1-Butanol	butanenitrile
71363	109740	313.2	4.48	1-Butanol	butanenitrile
71363	109740	323.2	4.22	1-Butanol	butanenitrile
75525	109740	298.2	1.12	Nitromethane	butanenitrile
75650	109740	298.2	2.86	t-butanol	butanenitrile
75650	109740	303.2	2.79	t-butanol	butanenitrile
75650	109740	308.2	2.64	t-butanol	butanenitrile
75650	109740	313.2	2.43	t-butanol	butanenitrile
75650	109740	318.2	2.34	t-butanol	butanenitrile
75650	109740	323.2	2.3	t-butanol	butanenitrile
78831	109740	278.2	5.77	i-butanol	butanenitrile
78831	109740	288.2	4.23	i-butanol	butanenitrile
78831	109740	293.2	3.58	i-butanol	butanenitrile
78831	109740	298.2	3.45	i-butanol	butanenitrile
78831	109740	303.2	3.25	i-butanol	butanenitrile
78831	109740	308.2	2.98	i-butanol	butanenitrile
78831	109740	313.2	2.87	i-butanol	butanenitrile
78831	109740	323.2	2.61	i-butanol	butanenitrile
78922	109740	278.2	4.49	2-Butanol	butanenitrile
78922	109740	288.2	3.66	2-Butanol	butanenitrile
78922	109740	293.2	3.41	2-Butanol	butanenitrile
78922	109740	298.2	3.13	2-Butanol	butanenitrile
78922	109740	303.2	3.09	2-Butanol	butanenitrile
78922	109740	308.2	2.9	2-Butanol	butanenitrile
78922	109740	313.2	2.72	2-Butanol	butanenitrile
78922	109740	323.2	2.48	2-Butanol	butanenitrile
107835	109740	298.2	6.24	2-Methylpentane	butanenitrile
108087	109740	298.2	7.19	2,4-Dimethylpentane	butanenitrile
108883	109740	298.2	1.5	Toluene	butanenitrile
109660	109740	298.2	4.96	pentane	butanenitrile
110543	109740	298.2	6.48	hexane	butanenitrile
111659	109740	298.2	9.29	octane	butanenitrile
111659	109740	298.2	8.96	octane	butanenitrile
111842	109740	298.2	11.11	nonane	butanenitrile
142825	109740	298.2	7.76	heptane	butanenitrile
565753	109740	298.2	7.71	2,3,4-Trimethylpentane	butanenitrile
592132	109740	298.2	8.51	2,5-Dimethylhexane	butanenitrile
1678917	109740	298.2	7.64	Ethylcyclohexane	butanenitrile
56235	109999	303.2	0.77	Carbon Tetrachloride	Tetrahydrofuran
67663	109999	337.3	0.37	Chloroform	Tetrahydrofuran
67663	109999	327.7	0.35	Chloroform	Tetrahydrofuran
67663	109999	323.2	0.26	Chloroform	Tetrahydrofuran
67663	109999	323.3	0.37	Chloroform	Tetrahydrofuran
67663	109999	313.2	0.23	Chloroform	Tetrahydrofuran
67663	109999	313.6	0.35	Chloroform	Tetrahydrofuran
67663	109999	303.2	0.19	Chloroform	Tetrahydrofuran
75092	109999	336.9	0.5	Dichloromethane	Tetrahydrofuran
75092	109999	328.4	0.48	Dichloromethane	Tetrahydrofuran
75092	109999	311.5	0.45	Dichloromethane	Tetrahydrofuran
75092	109999	303.2	0.35	Dichloromethane	Tetrahydrofuran
75092	109999	293.7	0.41	Dichloromethane	Tetrahydrofuran
75525	109999	298.2	1.33	Nitromethane	Tetrahydrofuran
100414	109999	298.2	0.9	Ethylbenzene	Tetrahydrofuran
100414	109999	298.2	0.9	Ethylbenzene	Tetrahydrofuran
104518	109999	298.2	0.9	N-Butylbenzene	Tetrahydrofuran
104518	109999	298.2	0.9	N-Butylbenzene	Tetrahydrofuran
107062	109999	343.2	0.6	1,2-Dichloroethane	Tetrahydrofuran
107062	109999	323.2	0.56	1,2-Dichloroethane	Tetrahydrofuran
107062	109999	303.2	0.45	1,2-Dichloroethane	Tetrahydrofuran
107835	109999	298.2	2.17	2-Methylpentane	Tetrahydrofuran
108087	109999	298.2	2.16	2,4-Dimethylpentane	Tetrahydrofuran
108883	109999	298.2	0.82	Toluene	Tetrahydrofuran
108883	109999	298.2	0.84	Toluene	Tetrahydrofuran
108883	109999	298.2	0.84	Toluene	Tetrahydrofuran
109660	109999	298.2	2.07	pentane	Tetrahydrofuran
109660	109999	313.2	2.04	pentane	Tetrahydrofuran
110543	109999	298.2	2.19	hexane	Tetrahydrofuran
110543	109999	313.2	1.95	hexane	Tetrahydrofuran
110543	109999	333.2	1.82	hexane	Tetrahydrofuran
111659	109999	298.2	1.78	octane	Tetrahydrofuran
111659	109999	298.2	2.33	octane	Tetrahydrofuran
111842	109999	298.2	2.45	nonane	Tetrahydrofuran
123728	109999	293.7	1.21	Butanal	Tetrahydrofuran
123728	109999	311.5	1.13	Butanal	Tetrahydrofuran
123728	109999	328.4	1.1	Butanal	Tetrahydrofuran
123728	109999	336.9	1.09	Butanal	Tetrahydrofuran
123911	109999	298.2	1.13	dioxane	Tetrahydrofuran
141786	109999	313.2	1.1	Ethyl Acetate	Tetrahydrofuran
141786	109999	333.2	1.1	Ethyl Acetate	Tetrahydrofuran
142825	109999	298.2	2.29	heptane	Tetrahydrofuran
142825	109999	303.2	1.98	heptane	Tetrahydrofuran
142825	109999	313.2	2.02	heptane	Tetrahydrofuran
142825	109999	333.2	1.79	heptane	Tetrahydrofuran
142825	109999	343.2	1.7	heptane	Tetrahydrofuran
565753	109999	298.2	2.18	2,3,4-Trimethylpentane	Tetrahydrofuran
592132	109999	298.2	2.2	2,5-Dimethylhexane	Tetrahydrofuran
1678917	109999	298.2	2.14	Ethylcyclohexane	Tetrahydrofuran
107835	110430	298.2	2.19	2-Methylpentane	2-Heptanone
108087	110430	298.2	2.39	2,4-Dimethylpentane	2-Heptanone
109660	110430	298.2	1.88	pentane	2-Heptanone
110543	110430	298.2	2.21	hexane	2-Heptanone
111659	110430	298.2	2.72	octane	2-Heptanone
111842	110430	298.2	3.09	nonane	2-Heptanone
142825	110430	298.2	2.41	heptane	2-Heptanone
565753	110430	298.2	2.43	2,3,4-Trimethylpentane	2-Heptanone
592132	110430	298.2	2.59	2,5-Dimethylhexane	2-Heptanone
1678917	110430	298.2	2.4	Ethylcyclohexane	2-Heptanone
56235	110543	301	1.2	Carbon Tetrachloride	hexane
56235	110543	313.2	1.2	Carbon Tetrachloride	hexane
56235	110543	315	1.2	Carbon Tetrachloride	hexane
56235	110543	332	1.19	Carbon Tetrachloride	hexane
56235	110543	340.3	1.16	Carbon Tetrachloride	hexane
64175	110543	288.2	83.7	Ethanol	hexane
64175	110543	293.2	69.9	Ethanol	hexane
64175	110543	297.2	62.6	Ethanol	hexane
64175	110543	297.4	58.2	Ethanol	hexane
64175	110543	297.7	59.4	Ethanol	hexane
64175	110543	298.2	60.1	Ethanol	hexane
64175	110543	298.2	55.35	Ethanol	hexane
64175	110543	303.2	51.5	Ethanol	hexane
64175	110543	304.8	38	Ethanol	hexane
64175	110543	308.2	43.8	Ethanol	hexane
64175	110543	313.2	38.3	Ethanol	hexane
64175	110543	313.2	32.5	Ethanol	hexane
64175	110543	316.6	37.6	Ethanol	hexane
64175	110543	316.7	35.4	Ethanol	hexane
64175	110543	318.2	33.9	Ethanol	hexane
64175	110543	322.6	33	Ethanol	hexane
64175	110543	333.3	23	Ethanol	hexane
64175	110543	334	22.4	Ethanol	hexane
64175	110543	334	21.9	Ethanol	hexane
64175	110543	351.5	14.7	Ethanol	hexane
64175	110543	351.6	14.8	Ethanol	hexane
67561	110543	288.2	125.5	Methanol	hexane
67561	110543	293.2	104	Methanol	hexane
67561	110543	298.2	90.5	Methanol	hexane
67561	110543	303.2	78.2	Methanol	hexane
67561	110543	308.2	67.8	Methanol	hexane
67561	110543	313.2	58.3	Methanol	hexane
67561	110543	313.2	55.8	Methanol	hexane
67561	110543	318.2	50.7	Methanol	hexane
67561	110543	333.3	39.1	Methanol	hexane
67561	110543	341.3	34.4	Methanol	hexane
67630	110543	318.4	18.8	i-propanol	hexane
67630	110543	328.2	12.29	i-propanol	hexane
67630	110543	328.4	14.88	i-propanol	hexane
67630	110543	341.4	11.35	i-propanol	hexane
67641	110543	253.2	12.57	Acetone	hexane
67641	110543	268.2	10.95	Acetone	hexane
67641	110543	293.2	7.52	Acetone	hexane
67641	110543	301.5	6.21	Acetone	hexane
67641	110543	301.9	6.12	Acetone	hexane
67641	110543	303.4	6.17	Acetone	hexane
67641	110543	313.2	5.78	Acetone	hexane
67641	110543	318.2	5.28	Acetone	hexane
67641	110543	323.2	5.04	Acetone	hexane
67641	110543	333.2	4.55	Acetone	hexane
67641	110543	342	3.91	Acetone	hexane
67663	110543	301	1.58	Chloroform	hexane
67663	110543	301.9	1.56	Chloroform	hexane
67663	110543	308.2	1.51	Chloroform	hexane
67663	110543	315.3	1.53	Chloroform	hexane
67663	110543	317.7	1.54	Chloroform	hexane
67663	110543	318.2	1.47	Chloroform	hexane
67663	110543	328.2	1.41	Chloroform	hexane
67663	110543	331.8	1.48	Chloroform	hexane
67663	110543	334.7	1.46	Chloroform	hexane
67663	110543	340.1	1.39	Chloroform	hexane
67663	110543	340.6	1.42	Chloroform	hexane
67663	110543	342	1.41	Chloroform	hexane
67663	110543	342	1.44	Chloroform	hexane
71238	110543	301	39	n-propanol	hexane
71238	110543	315.3	26.1	n-propanol	hexane
71238	110543	331.8	16.6	n-propanol	hexane
71238	110543	340.1	13.7	n-propanol	hexane
71363	110543	301	33	1-Butanol	hexane
71363	110543	315.3	22.5	1-Butanol	hexane
71363	110543	331.8	15.1	1-Butanol	hexane
71363	110543	333.2	14.31	1-Butanol	hexane
71363	110543	340.3	12.2	1-Butanol	hexane
71432	110543	313.2	1.6	Benzene	hexane
71432	110543	342	1.41	Benzene	hexane
74964	110543	301	1.62	Bromoethane	hexane
74964	110543	314.3	1.54	Bromoethane	hexane
74964	110543	332	1.37	Bromoethane	hexane
74964	110543	340.3	1.26	Bromoethane	hexane
75036	110543	298	2.07	iodoethane	hexane
75036	110543	322.9	1.87	iodoethane	hexane
75036	110543	329.1	1.83	iodoethane	hexane
75036	110543	340.6	1.67	iodoethane	hexane
75058	110543	295	27.6	Acetonitrile	hexane
75058	110543	322.9	16.8	Acetonitrile	hexane
75058	110543	330.9	12.4	Acetonitrile	hexane
75058	110543	332.3	13.7	Acetonitrile	hexane
75092	110543	298.2	2.13	Dichloromethane	hexane
75525	110543	298.2	39.73	Nitromethane	hexane
75525	110543	322.9	23.9	Nitromethane	hexane
75525	110543	332.3	19.9	Nitromethane	hexane
75525	110543	340.9	17.8	Nitromethane	hexane
75650	110543	303.3	16.8	t-butanol	hexane
75650	110543	313.1	12.6	t-butanol	hexane
75650	110543	313.2	9.08	t-butanol	hexane
75650	110543	322.8	9.51	t-butanol	hexane
79243	110543	298.1	20.7	Nitroethane	hexane
79243	110543	316.1	13.2	Nitroethane	hexane
79243	110543	332	12.3	Nitroethane	hexane
79243	110543	339.4	10	Nitroethane	hexane
106423	110543	313.2	1.47	P-Xylene	hexane
107062	110543	298	3.17	1,2-Dichloroethane	hexane
107062	110543	298.2	3.61	1,2-Dichloroethane	hexane
107062	110543	316	2.73	1,2-Dichloroethane	hexane
107062	110543	333.2	2.45	1,2-Dichloroethane	hexane
107062	110543	339.4	2.32	1,2-Dichloroethane	hexane
107120	110543	295	19.2	propanenitrile	hexane
107120	110543	313.2	14.64	propanenitrile	hexane
107120	110543	322.9	13.6	propanenitrile	hexane
107120	110543	332.3	10.7	propanenitrile	hexane
107120	110543	340.9	10	propanenitrile	hexane
107835	110543	298.2	1	2-Methylpentane	hexane
108032	110543	301	14.1	1-Nitropropane	hexane
108032	110543	315.3	11.5	1-Nitropropane	hexane
108032	110543	332	9.6	1-Nitropropane	hexane
