IdCas	TRCID	CASRN	NAME	INCHIKEY
929285325	20611	929285-32-5	3-(3-cyanopropyl)-1,2-dimethylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide	ODFPMSMVXJKXGP-UHFFFAOYSA-N
3825261	20612	3825-26-1	ammonium perfluorooctanoate	YOALFLHFSFEMLP-UHFFFAOYSA-N
4186634	20613	4186-63-4	butyltriethylammonium iodide	XUFDSKDFDDOCSM-UHFFFAOYSA-M
929285336	20614	929285-33-6	3-(3-cyanopropyl)-1,2-dimethylimidazolium cyanocyanamide	BSPLYCYQPXRSES-UHFFFAOYSA-N
952728562	20615	952728-56-2	(2-decanoyloxyethyl)dimethylpentyloxymethylammonium trifluoroacetate	ZAQIJQOTIOWGSL-UHFFFAOYSA-M
16962473	20616	16962-47-3	(NH4)2GeF6	PFRUEACOEHIMNI-UHFFFAOYSA-J
3384870	20617	3384-87-0	silver cyanamide	QNRTZDUQSMUAGM-UHFFFAOYSA-N
266346150	20618	266346-15-0	enrofloxacin sodium	KFSIXYFYOCAOJB-UHFFFAOYSA-M
782490704	20619	782490-70-4	1-hexyl-3-ethylimidazolium bis(trifluoromethylsulfonyl)imide	OYNIJWOLDQHZAL-UHFFFAOYSA-N
888724547	20620	888724-54-7	1-butyl-3-methylimidazolium octadecanoate	CDUMCTSAVAPKMQ-UHFFFAOYSA-M
931426469	20621	931426-46-9	1-methyl-3-pentylimidazolium aluminum tetrachloride	SAOCHIIQAKLULD-UHFFFAOYSA-J
931426470	20622	931426-47-0	1-methyl-3-pentylimidazolium gallium tetrachloride	GQYRHSOWJVMGCL-UHFFFAOYSA-J
952728584	20623	952728-58-4	(2-hydroxyethyl)-dimethylundecyloxymethylammonium dicyanamide	CAQXBNHUZRFUHR-UHFFFAOYSA-N
18365418	20624	18365-41-8	cesium oxalate	HEQUOWMMDQTGCX-UHFFFAOYSA-L
289885081	20625	289885-08-1	dibutyldiethylammonium bromdie	UYFRUACRAPYUBF-UHFFFAOYSA-M
7772987	20626	7772-98-7	sodium thiosulfate	AKHNMLFCWUSKQB-UHFFFAOYSA-L
0	20627		BaHf(PO4)2	MLCJSUFIYIMSQX-UHFFFAOYSA-H
1317619	20628	1317-61-9	ferrosoferric oxide	WTFXARWRTYJXII-UHFFFAOYSA-N
51650465	20629	51650-46-5	Benzenesulfonic acid, 4-methyl-, magnesium salt	WJQZISRFIXEZLJ-UHFFFAOYSA-L
766537740	20630	766537-74-0	1-ethyl-3-methylimidazolium ammonioacetate	DVTRRYWFKKZCIE-UHFFFAOYSA-M
32831202	20631	32831-20-2	lithium dibutyldithiocarbamate	IHMNKFQXXHFQRJ-UHFFFAOYSA-M
31280894	20632	31280-89-4	benzyltrihexylammonium bromide	GYHCXQYKRHGNBC-UHFFFAOYSA-M
13446349	20633	13446-34-9	manganese chloride tetrahydrate	CNFDGXZLMLFIJV-UHFFFAOYSA-L
34244898	20635	34244-89-8	valeric acid, thallium(1+) salt	PSALHIODCWGMMB-UHFFFAOYSA-M
848862782	20636	848862-78-2	1-methyl-3-hexylimidazolium chloroindium	QVBFBHUOUHHIKO-UHFFFAOYSA-J
952728573	20637	952728-57-3	(2-methyloyoxyethyl)dimethylpentyloxyammonium acesulfamate	RHNQEDWFFPJBSN-UHFFFAOYSA-M
10326279	20638	10326-27-9	barium chloride dihydrate	PWHCIQQGOQTFAE-UHFFFAOYSA-L
32831199	20639	32831-19-9	lithium dipropyldithiocarbamate	NALSSMKGDUGFQJ-UHFFFAOYSA-M
15860216	20640	15860-21-6	octadecanoic acid cyclohexanamine salt (1:1)	DBKKYJPKNUNYFA-UHFFFAOYSA-N
15588622	20641	15588-62-2	hydroxylammonium perchlorate	RPRUGAJYFRREQE-UHFFFAOYSA-M
100674	20643	100-67-4	potassium phenolate	ZGJADVGJIVEEGF-UHFFFAOYSA-M
13813440	20644	13813-44-0	ytterbium(II) iodide	SJLISRWUWZVXNZ-UHFFFAOYSA-L
14014109	20645	14014-10-9	thulium perchlorate	JNNWMYZIHRZEKX-UHFFFAOYSA-K
14017540	20646	14017-54-0	holmium perchlorate	HRWMCDDQLSZQPE-UHFFFAOYSA-K
14298363	20647	14298-36-3	lutetium phosphate	OWNMACFMOIQGAC-UHFFFAOYSA-K
12164942	20648	12164-94-2	ammonium azide	UAZDIGCOBKKMPU-UHFFFAOYSA-O
20845016	20649	20845-01-6	hydroxylammonium phosphate	ZOYOYNHYKLRFRQ-UHFFFAOYSA-K
113928	20650	113-92-8	chlorpheniramine maleate	DBAKFASWICGISY-BTJKTKAUSA-N
60253	20652	60-25-3	hexamethonium chloride	PYIHTIJNCRKDBV-UHFFFAOYSA-L
27032015	20653	27032-01-5	pyridinium dicyanomethanide	ADCBFAJTLMJGTB-UHFFFAOYSA-O
15307796	20654	15307-79-6	sodium diclofenac	KPHWPUGNDIVLNH-UHFFFAOYSA-M
1762954	20655	1762-95-4	ammonium isothiocyanate	SOIFLUNRINLCBN-UHFFFAOYSA-N
4965177	20656	4965-17-7	tetrapentylammonium chloride	SXAWRMKQZKPHNJ-UHFFFAOYSA-M
13455317	20657	13455-31-7	cobalt(II) perchlorate	BSUSEPIPTZNHMN-UHFFFAOYSA-L
17115989	20658	17115-98-9	propionic acid, barium calcium salt (6:1:2)	QORLAXOBUKYAJW-UHFFFAOYSA-H
7550450	20659	7550-45-0	titanium(IV) chloride	XJDNKRIXUMDJCW-UHFFFAOYSA-J
7787588	20661	7787-58-8	bismuth bromide	TXKAQZRUJUNDHI-UHFFFAOYSA-K
7787602	20662	7787-60-2	bismuth chloride	JHXKRIRFYBPWGE-UHFFFAOYSA-K
13759892	20663	13759-89-2	ytterbium tribromide	QNLXXQBCQYDKHD-UHFFFAOYSA-K
10028189	20664	10028-18-9	nickel difluoride	DBJLJFTWODWSOF-UHFFFAOYSA-L
10361918	20665	10361-91-8	ytterbium trichloride	CKLHRQNQYIJFFX-UHFFFAOYSA-K
10026116	20666	10026-11-6	zirconium tetrachloride	DUNKXUFBGCUVQW-UHFFFAOYSA-J
10038989	20667	10038-98-9	germanium chloride	FFARMWUPSQHFHM-UHFFFAOYSA-J
7783826	20669	7783-82-6	hexafluorotungstens	NXHILIPIEUBEPD-UHFFFAOYSA-H
7783406	20670	7783-40-6	magnesium difluoride	ORUIBWPALBXDOA-UHFFFAOYSA-L
7782641	20671	7782-64-1	manganese bifluoride	CTNMMTCXUUFYAP-UHFFFAOYSA-L
7774290	20672	7774-29-0	diiodomercury	YFDLHELOZYVNJE-UHFFFAOYSA-L
1312432	20673	1312-43-2	diindium trioxide	PJXISJQVUVHSOJ-UHFFFAOYSA-N
10026127	20674	10026-12-7	niobium chloride (NbCl5)	YHBDIEWMOMLKOO-UHFFFAOYSA-I
7487947	20675	7487-94-7	mercuric bichloride	LWJROJCJINYWOX-UHFFFAOYSA-L
7783586	20676	7783-58-6	germane, tetrafluoro-	HJTZHRBGNWZTKK-UHFFFAOYSA-J
7789460	20677	7789-46-0	dibromoiron	GYCHYNMREWYSKH-UHFFFAOYSA-L
7789471	20678	7789-47-1	dibromomercury	NGYIMTKLQULBOO-UHFFFAOYSA-L
21351791	20679	21351-79-1	cesium hydroxide (Cs(OH))	HUCVOHYBFXVBRW-UHFFFAOYSA-M
7787691	20680	7787-69-1	cesium bromide	LYQFWZFBNBDLEO-UHFFFAOYSA-M
7791119	20682	7791-11-9	rubidium chloride	FGDZQCVHDSGLHJ-UHFFFAOYSA-M
10102688	20683	10102-68-8	calcium iodide (caI2)	UNMYWSMUMWPJLR-UHFFFAOYSA-L
10138417	20684	10138-41-7	erbium trichloride	HDGGAKOVUDZYES-UHFFFAOYSA-K
10138520	20685	10138-52-0	gadolinium(III) chloride	MEANOSLIBWSCIT-UHFFFAOYSA-K
10139476	20686	10139-47-6	zinc iodide	UAYWVJHJZHQCIE-UHFFFAOYSA-L
10377589	20687	10377-58-9	magnesium iodide (MgI2)	BLQJIBCZHWBKSL-UHFFFAOYSA-L
10476810	20688	10476-81-0	strontium bromide (SrBr2)	YJPVTCSBVRMESK-UHFFFAOYSA-L
10476865	20689	10476-86-5	strontium iodide (SrI2)	KRIJWFBRWPCESA-UHFFFAOYSA-L
10553318	20690	10553-31-8	barium bromide (BaBr2)	NKQIMNKPSDEDMO-UHFFFAOYSA-L
1313275	20691	1313-27-5	molybdenum oxide (MoO3)	FLOWINGPRFZLET-UHFFFAOYSA-N
1313606	20692	1313-60-6	sodium peroxide	PFUVRDFDKPNGAV-UHFFFAOYSA-N
1314234	20693	1314-23-4	zirconium oxide	RVTZCBVAJQQJTK-UHFFFAOYSA-N
1314358	20694	1314-35-8	tungsten trioxide	UARSRGYYQSHHDK-UHFFFAOYSA-N
13283017	20695	13283-01-7	tungsten chloride (WCl6)	KPGXUAIFQMJJFB-UHFFFAOYSA-H
13446032	20696	13446-03-2	manganese(II) bromide	RJYMRRJVDRJMJW-UHFFFAOYSA-L
13446747	20697	13446-74-7	rubidium fluoride (RbF)	AHLATJUETSFVIM-UHFFFAOYSA-M
13450903	20698	13450-90-3	gallium chloride	UPWPDUACHOATKO-UHFFFAOYSA-K
13499053	20699	13499-05-3	hafnium tetrachloride	PDPJQWYGJJBYLF-UHFFFAOYSA-J
13510355	20700	13510-35-5	indium triiodide	RMUKCGUDVKEQPL-UHFFFAOYSA-K
13572980	20701	13572-98-0	gadolinium triiodide	IZZTUGMCLUGNPM-UHFFFAOYSA-K
13718508	20702	13718-50-8	barium iodide (BaI2)	SGUXGJPBTNFBAD-UHFFFAOYSA-L
13813406	20703	13813-40-6	terbium triiodide	OJXRJPFRTRETRN-UHFFFAOYSA-K
13813428	20704	13813-42-8	erbium iodide	OKVQKDALNLHZLB-UHFFFAOYSA-K
13813439	20705	13813-43-9	thulium triiodide	LZOMHYVAEHYDST-UHFFFAOYSA-K
13813451	20706	13813-45-1	lutetium triiodide	NZOCXFRGADJTKP-UHFFFAOYSA-K
14456510	20707	14456-51-0	thulium tribromide	HQSWGSFQSCMHFQ-UHFFFAOYSA-K
14456532	20708	14456-53-2	lutetium tribromide	DWHGOINJUKABSY-UHFFFAOYSA-K
32248434	20709	32248-43-4	samarium diiodide	UAWABSHMGXMCRK-UHFFFAOYSA-L
7783484	20710	7783-48-4	strontium fluoride	FVRNDBHWWSPNOM-UHFFFAOYSA-L
7783519	20711	7783-51-9	gallium fluoride (GaF3)	WXXZSFJVAMRMPV-UHFFFAOYSA-K
7784238	20712	7784-23-8	aluminum iodide	CECABOMBVQNBEC-UHFFFAOYSA-K
7787328	20713	7787-32-8	barium difluoride	OYLGJCQECKOTOL-UHFFFAOYSA-L
7787475	20714	7787-47-5	beryllium chloride	LWBPNIJBHRISSS-UHFFFAOYSA-L
7787497	20715	7787-49-7	beryllium difluoride	JZKFIPKXQBZXMW-UHFFFAOYSA-L
7787646	20716	7787-64-6	Bismuth triiodide	KOECRLKKXSXCPB-UHFFFAOYSA-K
7789391	20717	7789-39-1	rubidium bromide	JAAGVIUFBAHDMA-UHFFFAOYSA-M
7789426	20718	7789-42-6	cadmium bromide	KPWJBEFBFLRCLH-UHFFFAOYSA-L
7789437	20719	7789-43-7	cobalt(II) bromide	BZRRQSJJPUGBAA-UHFFFAOYSA-L
7789482	20720	7789-48-2	magnesium bromide (MgBr2)	OTCKOJUMXQWKQG-UHFFFAOYSA-L
7789619	20721	7789-61-9	antimony bromide	RPJGYLSSECYURW-UHFFFAOYSA-K
7790809	20722	7790-80-9	cadmium iodide (CdI2)	OKIIEJOIXGHUKX-UHFFFAOYSA-L
13408703	20725	13408-70-3	tris(ethylenediamine)nickel chloride	LBFDBIGQBSHERQ-UHFFFAOYSA-L
13498072	20726	13498-07-2	praseodymium perchlorate	OPAITELCMCAYEB-UHFFFAOYSA-K
1639663	20728	1639-66-3	sodium di-n-octyl sulfosuccinate	RCIJACVHOIKRAP-UHFFFAOYSA-M
31139421	20729	31139-42-1	[1,1'-biphenyl]-4,4'-disulfonic acid, disodium salt	MGMVOXYEEIGQEG-UHFFFAOYSA-L
54864	20730	54-86-4	sodium nicotinate	KFLRWGSAMLBHBV-UHFFFAOYSA-M
62544	20731	62-54-4	calcium acetate	VSGNNIFQASZAOI-UHFFFAOYSA-L
123035	20732	123-03-5	cetylpyridinium chloride	YMKDRGPMQRFJGP-UHFFFAOYSA-M
130143	20733	130-14-3	sodium 1-naphthalene sulfonate	HIEHAIZHJZLEPQ-UHFFFAOYSA-M
130370	20734	130-37-0	menadione sodium bisulfite	XDPFHGWVCTXHDX-UHFFFAOYSA-M
140896	20735	140-89-6	potassium ethylxanthate	JCBJVAJGLKENNC-UHFFFAOYSA-M
146849	20736	146-84-9	silver picrate	TYTYIUANSACAEM-UHFFFAOYSA-M
4504818	20738	4504-81-8	dipotassium meso-tartrate	AVTYONGGKAJVTE-BZMHZNRSSA-L
506592	20739	506-59-2	dimethylammonium chloride	IQDGSYLLQPDQDV-UHFFFAOYSA-N
532945	20740	532-94-5	Sodium hippurate	ZBCAZEFVTIBZJS-UHFFFAOYSA-M
533006	20741	533-00-6	barium benzoate	MJIAXOYYJWECDI-UHFFFAOYSA-L
546894	20742	546-89-4	lithium acetate	XIXADJRWDQXREU-UHFFFAOYSA-M
573831	20743	573-83-1	potassium picrate	RBGOCSKFMWMTRZ-UHFFFAOYSA-M
590465	20744	590-46-5	betaine hydrochloride	HOPSCVCBEOCPJZ-UHFFFAOYSA-N
593817	20746	593-81-7	trimethylamine hydrochloride	SZYJELPVAFJOGJ-UHFFFAOYSA-N
639587	20748	639-58-7	triphenyltin chloride	NJVOZLGKTAPUTQ-UHFFFAOYSA-M
682020	20749	682-02-0	tetrapentylammonium nitrate	SQKOTLOEFIAXAU-UHFFFAOYSA-N
733608	20750	733-60-8	ammonium, tetramethyl-, picrate	FZYFZPNNQOMQML-UHFFFAOYSA-M
741037	20751	741-03-7	ammonium, tetraethyl-, picrate	OHHISBPTUZYIHD-UHFFFAOYSA-M
747433	20752	747-43-3	1-propanaminium, N,N,N-tripropyl-, salt with 2,4,6-trinitrophenol (1:1)	YDULDVNBZWPCEM-UHFFFAOYSA-M
894713	20753	894-71-3	3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride	SHAYBENGXDALFF-UHFFFAOYSA-N
1066337	20756	1066-33-7	acid ammonium carbonate	ATRRKUHOCOJYRX-UHFFFAOYSA-N
1111677	20757	1111-67-7	copper thiocyanate	PDZKZMQQDCHTNF-UHFFFAOYSA-M
1120918	20759	1120-91-8	cesium phenolate	NHGGJRABQHWCGJ-UHFFFAOYSA-M
1306190	20760	1306-19-0	cadmium monoxide	CFEAAQFZALKQPA-UHFFFAOYSA-N
1308312	20761	1308-31-2	iron(II) chromium(III) tetraoxide	ZVGDREFFARNQTP-UHFFFAOYSA-N
1313822	20762	1313-82-2	sodium sulfide	GRVFOGOEDUUMBP-UHFFFAOYSA-N
1467169	20763	1467-16-9	imidazolium chloride	JDIIGWSSTNUWGK-UHFFFAOYSA-N
1655294	20765	1655-29-4	disodium 1,5-naphthalene disulfonate	YGSZNSDQUQYJCY-UHFFFAOYSA-L
1701935	20766	1701-93-5	Silver thiocyanate	RHUVFRWZKMEWNS-UHFFFAOYSA-M
1937195	20767	1937-19-5	aminoguanidinium chloride	UBDZFAGVPPMTIT-UHFFFAOYSA-N
2065670	20768	2065-67-0	tetraphenylphosphonium iodide	AEFPPQGZJFTXDR-UHFFFAOYSA-M
2169973	20769	2169-97-3	Benzenesulfonic acid, 4-methyl-, strontium salt	YCSVRHFYWBKVTO-UHFFFAOYSA-L
3007214	20770	3007-21-4	triethylisopropylammonium iodide	AJBKKGJMKYBIIR-UHFFFAOYSA-M
3034433	20771	3034-43-3	1,3-dimethyl-5-nitroimidazolium iodide	WICMJJSMPKBSLV-UHFFFAOYSA-M
3129917	20772	3129-91-7	cyclohexanamine, N-cyclohexyl-, nitrite	ZFAKTZXUUNBLEB-UHFFFAOYSA-N
3129928	20773	3129-92-8	benzoic acid, cyclohexylammonium salt	CIFYUXXXOJJPOL-UHFFFAOYSA-N
6148012	20774	6148-01-2	2,4,6-trimethylpyridinium picrate	CJRCYVDJMJLANS-UHFFFAOYSA-N
6286824	20775	6286-82-4	6-azoniaspiro(5,5)undecane bromide	LJOLQDOIAQRAKU-UHFFFAOYSA-M
6876375	20776	6876-37-5	methylamine, hydrobromide	ISWNAMNOYHCTSB-UHFFFAOYSA-N
7009612	20777	7009-61-2	dodecyl(2-hydroxyethyl)dimethylammonium bromide	QBQLPWLODYZCLE-UHFFFAOYSA-M
7175964	20778	7175-96-4	sodium 2,6-di(tert-butyl)phenolate	XFMBKGCZPCVSIE-UHFFFAOYSA-M
7322374	20779	7322-37-4	butyltris(3-methylbutyl)ammonium bromide	CYYUDSWZDXFVAI-UHFFFAOYSA-M
7422324	20780	7422-32-4	tetraphenylarsonium iodide	NTIVEBOPRSMRSY-UHFFFAOYSA-M
7550358	20781	7550-35-8	lithium bromide	AMXOYNBUYSYVKV-UHFFFAOYSA-M
7721019	20782	7721-01-9	tantalum chloride	OEIMLTQPLAGXMX-UHFFFAOYSA-I
7758090	20783	7758-09-0	nitrous acid, potassium salt	BXNHTSHTPBPRFX-UHFFFAOYSA-M
7775113	20784	7775-11-3	chromic acid (H2CrO4), disodium salt	PXLIDIMHPNPGMH-UHFFFAOYSA-N
7775191	20785	7775-19-1	sodium metaborate	NVIFVTYDZMXWGX-UHFFFAOYSA-N
7775419	20786	7775-41-9	silver fluoride	REYHXKZHIMGNSE-UHFFFAOYSA-M
7783393	20787	7783-39-3	mercuric difluoride	FMSYTQMJOCCCQS-UHFFFAOYSA-L
7783495	20788	7783-49-5	zinc fluoride	BHHYHSUAOQUXJK-UHFFFAOYSA-L
7784181	20789	7784-18-1	aluminum fluoride	KLZUFWVZNOTSEM-UHFFFAOYSA-K
7785231	20790	7785-23-1	silver bromide	ADZWSOLPGZMUMY-UHFFFAOYSA-M
7789197	20791	7789-19-7	copper difluoride	GWFAVIIMQDUCRA-UHFFFAOYSA-L
7790796	20792	7790-79-6	cadmium difluoride	LVEULQCPJDDSLD-UHFFFAOYSA-L
7790865	20793	7790-86-5	cerium trichloride	VYLVYHXQOHJDJL-UHFFFAOYSA-K
10025657	20794	10025-65-7	platinous chloride	CLSUSRZJUQMOHH-UHFFFAOYSA-L
10045940	20795	10045-94-0	mercuric nitrate	ORMNPSYMZOGSSV-UHFFFAOYSA-N
10054101	20796	10054-10-1	dicyclohexylammonium perchlorate	LAHWLWYAJUQBFF-UHFFFAOYSA-N
10117381	20797	10117-38-1	sulfurous acid, dipotassium salt	BHZRJJOHZFYXTO-UHFFFAOYSA-L
10308835	20798	10308-83-5	1,1-diaminoguanidinium nitrate	GOHYCIBVHLPBPF-UHFFFAOYSA-O
10308857	20799	10308-85-7	aminoguanidinium picrate	RYCDTJLGVKOXBU-UHFFFAOYSA-N
10308868	20800	10308-86-8	triaminoguanidinium picrate	XGVZUYIPFUBTNT-UHFFFAOYSA-M
10308891	20802	10308-89-1	triaminoguanidinium N,N'-dinitro-1,2-ethanediamine salt	ITLHBXJCUGCGNJ-UHFFFAOYSA-O
10588019	20803	10588-01-9	sodium dichromate	KIEOKOFEPABQKJ-UHFFFAOYSA-N
11062707	20804	11062-70-7	europium zirconate	UFWCUKAOFMJFKD-UHFFFAOYSA-N
11073793	20805	11073-79-3	gadolinium zirconate	JBVIPXVOVFRDNK-UHFFFAOYSA-N
12099104	20806	12099-10-4	tetraethylammonium tetraphenylborate	XIXLWNPGPLQRTE-UHFFFAOYSA-N
12121867	20807	12121-86-7	bis(methylammonium) tetrachloromanganate(II)	ZQPHKJUDWMJNHY-UHFFFAOYSA-L
12138511	20808	12138-51-1	zirconolite	FGYMCSJHOMOFSY-UHFFFAOYSA-N
12516039	20812	12516-03-9	cobalt europium oxide	UNMMDPYNAPAODA-UHFFFAOYSA-N
12516062	20813	12516-06-2	cobalt gadolinium oxide	PANFPDVURCYKKD-UHFFFAOYSA-N
12516164	20814	12516-16-4	cobalt holmium oxide	PGLUXISFNGNUFQ-UHFFFAOYSA-N
12526486	20815	12526-48-6	cobalt samarium oxide	OJRVKQDKJSGCHN-UHFFFAOYSA-N
13204983	20816	13204-98-3	5-hydroxy-DL-lysine hydrochloride	MJXVOTKVFFAZQJ-UHFFFAOYSA-N
13446714	20818	13446-71-4	rubidium chlorate	GZXRGRLACABJNC-UHFFFAOYSA-M
13450889	20819	13450-88-9	gallium bromide	SRVXDMYFQIODQI-UHFFFAOYSA-K
13450914	20820	13450-91-4	gallium iodide	DWRNSCDYNYYYHT-UHFFFAOYSA-K
13453719	20821	13453-71-9	lithium chlorate	XQHAGELNRSUUGU-UHFFFAOYSA-M
13454961	20822	13454-96-1	platinum (IV) chloride	FBEIPJNQGITEBL-UHFFFAOYSA-J
13463677	20823	13463-67-7	titanium(IV) oxide	SOQBVABWOPYFQZ-UHFFFAOYSA-N
13465559	20824	13465-55-9	samarium chloride (SmCl3), hexahydrate	TXVNDKHBDRURNU-UHFFFAOYSA-K
13472338	20825	13472-33-8	sodium perrhenate	KMISVFTVBOPTAI-UHFFFAOYSA-N
13477344	20827	13477-34-4	calcium nitrate tetrahydrate	ICSSIKVYVJQJND-UHFFFAOYSA-N
13478007	20828	13478-00-7	Nickel nitrate hexahydrate	AOPCKOPZYFFEDA-UHFFFAOYSA-N
13597950	20829	13597-95-0	beryllium perchlorate	MVTQSBYPNJATTN-UHFFFAOYSA-L
13708742	20830	13708-74-2	calcium monouranate	OLCZIXLODFYHKK-UHFFFAOYSA-N
13709949	20831	13709-94-9	potassium metaborate	JVUYWILPYBCNNG-UHFFFAOYSA-N
13718611	20832	13718-61-1	barium uranate	VTMPSBYACNNZBK-UHFFFAOYSA-N
13763672	20833	13763-67-2	cesium chlorate	VSQHTVCBHFZBOT-UHFFFAOYSA-M
13823295	20834	13823-29-5	thorium tetranitrate	VGBPIHVLVSGJGR-UHFFFAOYSA-N
13847660	20835	13847-66-0	thallium azide	GMUSFHMEMWCQIE-UHFFFAOYSA-N
13863882	20836	13863-88-2	silver azide	QBFXQJXHEPIJKW-UHFFFAOYSA-N
14024487	20837	14024-48-7	cobalt, bis(2,4-pentanedionato-O,O')-, (t-4)-	BKFAZDGHFACXKY-UHFFFAOYSA-N
14024589	20838	14024-58-9	manganese, bis(2,4-pentanedionato-O,O')-	ZPLKMCLEIAEJIG-UHFFFAOYSA-N
14040052	20839	14040-05-2	bis(2,2,6,6-tetramethyl-3,5-heptanedionato)copper(II)	VCIKJQZFNVXWPF-ATMONBRVSA-L
14057911	20840	14057-91-1	tetraacetonitrile copper perchlorate	FXYIJMLSVDZYOJ-UHFFFAOYSA-M
14128757	20841	14128-75-7	beryllium, bis(1-phenyl-1,3-butanedionato-O,O')-, (t-4)-	KJJVWDORMIYWBI-UHFFFAOYSA-N
14187134	20842	14187-13-4	Palladium tetraphenylporphine	XKZUJMVAIVMVLW-DAJBKUBHSA-N
14284936	20843	14284-93-6	ruthenium (III) acetylacetonate	RTZYCRSRNSTRGC-LNTINUHCSA-K
14312108	20844	14312-10-8	strontium monouranate	GRIQYQVELDEFKT-UHFFFAOYSA-N
14336802	20845	14336-80-2	Cuprous azide	IXSIQMIYJPIHFR-UHFFFAOYSA-N
14376068	20846	14376-06-8	tris(benzoylacetonato)aluminum	ZUDGCPSOVBOZSH-UHFFFAOYSA-N
14457831	20847	14457-83-1	nesquehonite	NEKPCAYWQWRBHN-UHFFFAOYSA-L
14570106	20848	14570-10-6	[(1,1-Dimethylethyl)dioxy]triethylstannane	KZUABJWYEXWBOP-UHFFFAOYSA-M
14637344	20849	14637-34-4	ammonium tetraphenyl boron	ZWFYDLYRTYMBIL-UHFFFAOYSA-O
14641646	20850	14641-64-6	Silver tetraphenylporphine	YEFSNAZWYYYFCB-DAJBKUBHSA-N
14876472	20851	14876-47-2	iron tris-dipivaloylmethanate	AWKCYXFBJHQGBL-UHFFFAOYSA-N
14977072	20853	14977-07-2	Cadmium tetraphenylporphine	HGJKNJPTBCIVLL-DAJBKUBHSA-N
14999656	20854	14999-65-6	dibutylammonium perchlorate	MHXZSDRQPQPZBW-UHFFFAOYSA-N
14999714	20855	14999-71-4	quinolinium perchlorate	KLJOVDQWQVYFFR-UHFFFAOYSA-N
15170226	20856	15170-22-6	tetrabenzonitrile copper perchlorate	BOAHKOHEUYWBBL-UHFFFAOYSA-M
15243013	20857	15243-01-3	bis(ethylenediamine)copper(2+) dichloride	NDDZJJCIXYADHF-UHFFFAOYSA-L
15243319	20858	15243-31-9	lithium tetrabutylborate	DIUZXLDFAQUNMT-UHFFFAOYSA-N
15273322	20861	15273-32-2	cis-Bis(methylammine)dichloroplatinum(II)	BIUKJHWDBXBHGQ-UHFFFAOYSA-L
15320953	20862	15320-95-3	tricesium hexachlorocerate	WWMXAHNFJSWNGG-UHFFFAOYSA-H
15556395	20864	15556-39-5	1-propanaminium, N,N,N-tripropyl-, tetraphenylborate(-1)	NIVWSJZFGKNVPN-UHFFFAOYSA-N
15589783	20865	15589-78-3	rubidium phenolate	SEFFQYLDYMJQPB-UHFFFAOYSA-M
15610647	20866	15610-64-7	trichloro[(trichlorophosphoranylidene)amino]phosphorus chloride	HIOXCBNXDSWPDO-UHFFFAOYSA-M
15627711	20867	15627-71-1	cobalt(3+), tris(1,2-propanediamine-N,N')-, tribromide	RGWQUHQPZOITTO-UHFFFAOYSA-K
15635877	20868	15635-87-7	iridium, tris(2,4-pentanedionato-O,O')-, (oc-6-11)-	BLVXYOWATGKJHQ-UHFFFAOYSA-N
15763801	20869	15763-80-1	sodium 2,5-diisopropylbenzenesulfonate	PGCQGYOYZWUURG-UHFFFAOYSA-M
15860158	20870	15860-15-8	decanoic acid cyclohexanamine salt (1:1)	LRXWNSYESLMZDI-UHFFFAOYSA-N
15860170	20871	15860-17-0	tridecanoic acid cyclohexylamine salt (1:1)	TWXDJEVQILWMAW-UHFFFAOYSA-N
15860181	20872	15860-18-1	tetradecanoic acid cyclohexanamine salt(1:1)	GHNRDITWFKNDEN-UHFFFAOYSA-N
15860205	20873	15860-20-5	heptadecanoic acid cyclohexanamine salt (1:1)	GNCGCBXBGRKVGI-UHFFFAOYSA-N
15875442	20874	15875-44-2	methylammonium perchlorate	UTGIWXUFDNQZEG-UHFFFAOYSA-N
15890183	20875	15890-18-3	dodecanoic acid cyclohexanamine salt (1:1)	BHYTYRNNCQSTCG-UHFFFAOYSA-N
16081166	20876	16081-16-6	sodium 2,6-dimethylphenolate	UGPKJFUWKPOBIQ-UHFFFAOYSA-M
16450387	20878	16450-38-7	5-azoniaspiro(4,4)nonane bromide	PQTWYBSYKLXZME-UHFFFAOYSA-M
16594835	20879	16594-83-5	bis(tetramethylammonium) tetachloromanganate	JVOFDSULCRJCDH-UHFFFAOYSA-J
16639591	20880	16639-59-1	Tetrahexylammonium picrate	KEJYRSBYKLJHJN-UHFFFAOYSA-M
16674785	20881	16674-78-5	magnesium acetate tetrahydrate	XKPKPGCRSHFTKM-UHFFFAOYSA-L
16674796	20882	16674-79-6	propionic acid, strontium calcium salt (6:1:2)	VDFOKHJBLBBWFU-UHFFFAOYSA-H
16742920	20883	16742-92-0	butyltriisoamylammonium tetraphenylborate	SQQFJEOFTCEXJE-UHFFFAOYSA-N
16871786	20884	16871-78-6	tetraethylammonium hexachloroantimonate	IARIXRFJECEVQU-UHFFFAOYSA-H
17264710	20887	17264-71-0	sodium o-toluate	HIHFEVWQBIGCIR-UHFFFAOYSA-M
17264867	20888	17264-86-7	sodium m-toluate	OFPUMZBIAWMYSM-UHFFFAOYSA-M
